"score","a","b","doubtful","sex","length_cm","length_type","r2","sd_b","sd_log10_a","n","country","locality","species","family","length_cm_min","length_cm_max"
0.99,0.044,2.812,NA,"unsexed","","",0.994,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Acanthurus nigrofuscus","Acanthuridae",NA,NA
0.98,0.0301,2.967,NA,"unsexed","4.5- 17.5","FL",0.984,NA,NA,114,"New Caledonia","lagoon","Acanthurus nigrofuscus","Acanthuridae",4.5,17.5
0.98,0.02637,3.028,NA,"mixed","4.5- 18.7","FL",0.98,NA,NA,124,"New Caledonia","","Acanthurus nigrofuscus","Acanthuridae",4.5,18.7
0.98,0.0089,3.278,NA,"unsexed","5.7- 16.5","TL",0.978,NA,NA,140,"Réunion","","Acanthurus nigrofuscus","Acanthuridae",5.7,16.5
0.98,0.024,3.36,NA,"juvenile","5.2- 17.3","FL",0.98,0.14,0.0663,39,"Hawaii","Hawaiian islands / 2012-2014","Acanthurus nigrofuscus","Acanthuridae",5.2,17.3
1,0.0384,3.055,NA,"unsexed","2.6- 24.8","SL",0.998,NA,NA,177,"Australia","Eastern coast, coral reefs","Acanthurus olivaceus","Acanthuridae",2.6,24.8
0.95,0.007,3.398,NA,"unsexed","","",0.947,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Acanthurus olivaceus","Acanthuridae",NA,NA
0,0.00179,3,NA,"unsexed","20.5- 20.5","TL",NA,NA,NA,1,NA,NA,"Acanthurus pyroferus","Acanthuridae",20.5,20.5
0,0.00505,3,NA,"unsexed","","SL",NA,NA,NA,1,NA,NA,"Acanthurus pyroferus","Acanthuridae",NA,NA
0,0.01533,3,"","unsexed","20.1- 20.1","TL",NA,NA,NA,1,NA,NA,"Acanthurus thompsoni","Acanthuridae",20.1,20.1
0,0.03689,3,"yes","unsexed","","SL",NA,NA,NA,1,NA,NA,"Acanthurus thompsoni","Acanthuridae",NA,NA
0,0.132,2.392,"yes","unsexed","6.5- 16.5","FL",0.939,NA,NA,21,"New Caledonia","lagoon","Acanthurus triostegus","Acanthuridae",6.5,16.5
0.95,0.08306,2.57,"","mixed","6.5- 16.5","FL",0.945,NA,NA,22,"New Caledonia","","Acanthurus triostegus","Acanthuridae",6.5,16.5
0.95,0.0213,3.081,"","unsexed","3.5- 19.2","TL",0.951,NA,NA,1005,"India","Lakshadweep lagoons, 1993-97","Acanthurus triostegus","Acanthuridae",3.5,19.2
0.99,0.0361,3.13,"","juvenile","3.0- 16.6","FL",0.99,0.03,0.0184,159,"Hawaii","Hawaiian islands / 2012-2014","Acanthurus triostegus","Acanthuridae",3,16.6
0.97,0.0164,3.137,"","unsexed","","",0.972,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Acanthurus triostegus","Acanthuridae",NA,NA
0.7,0.0173,3.156,"","unsexed","8.5- 22.3","FL",NA,NA,NA,115,"Hawaii","","Acanthurus triostegus","Acanthuridae",8.5,22.3
0.87,0.0473,2.787,NA,"unsexed","8.0- 57.0","FL",0.869,NA,NA,30,"New Caledonia","lagoon","Acanthurus xanthopterus","Acanthuridae",8,57
1,0.02673,2.984,NA,"mixed","8.0- 57.0","FL",0.998,NA,NA,35,"New Caledonia","","Acanthurus xanthopterus","Acanthuridae",8,57
0,0.0161,3,NA,"unsexed","8.6- 10.9","TL",NA,NA,0.0366,13,"China","Zhimai River / 2011-2013","Acentrogobius pflaumii","Gobiidae",8.6,10.9
0.97,0.00681,2.72,NA,"unsexed","2.7- 11.0","TL",0.97,0.12,0.1089,60,"Brazil","Guandu River / 2010-2011","Acentronichthys leptos","Heptapteridae",2.7,11
0.99,0.0072,3.13,NA,"unsexed","3.1- 13.5","TL",0.989,0.12,0.1091,31,"Brazil","Xingu River basin / 2012-2014","Acestrocephalus stigmatus","Characidae",3.1,13.5
0.98,0.00899,3.11,NA,"unsexed","6.3- 24.3","SL",0.977,0.14,0.153,52,"French Guiana","2011-2012","Acestrorhynchus falcatus","Acestrorhynchidae",6.3,24.3
0.98,0.004,3.28,NA,"unsexed","11.5- 30.0","TL",0.981,0.1,0.1249,96,"Brazil","Xingu River basin / 2012-2014","Acestrorhynchus falcatus","Acestrorhynchidae",11.5,30
0.99,0.0112,2.91,NA,"male","8.5- 36.5","SL",0.989,0.06,0.0715,140,"Brazil","Amazon River / 2006-2008","Acestrorhynchus falcirostris","Acestrorhynchidae",8.5,36.5
0.98,0.0114,2.92,NA,"female","16.5- 36.0","SL",0.98,NA,0.0526,528,"Brazil","Amazon River / 2006-2008","Acestrorhynchus falcirostris","Acestrorhynchidae",16.5,36
0.98,0.0097,2.96,NA,"mixed","8.5- 36.5","SL",0.982,0.02,0.0423,228,"Brazil","Amazon River / 2006-2008","Acestrorhynchus falcirostris","Acestrorhynchidae",8.5,36.5
0,0.0125,3,NA,"unsexed","33.0- 49.0","TL",NA,NA,NA,4,"Brazil","Wiuni River","Acestrorhynchus falcirostris","Acestrorhynchidae",33,49
0.95,0.00547,3.172,NA,"unsexed","10.0- 45.0","SL",0.95,0.026,0.0373,735,"Brazil","Madiera River / 2008-2011","Acestrorhynchus falcirostris","Acestrorhynchidae",10,45
0.95,0.00644,3.184,NA,"unsexed","13.0- 40.8","SL",0.95,0.03,0.041,564,"Brazil","Madiera River / 2008-2011","Acestrorhynchus heterolepis","Acestrorhynchidae",13,40.8
0.95,0.0125,3.03,NA,"unsexed","11.7- 16.4","SL",0.95,0.24,0.2708,37,"Brazil","Iguatemi River / 2006-2008","Acestrorhynchus lacustris","Acestrorhynchidae",11.7,16.4
0.7,0.00989,3.1,NA,"male","10.0- 18.0","SL",NA,NA,NA,NA,"Brazil","Três Marias Reservoir","Acestrorhynchus lacustris","Acestrorhynchidae",10,18
0.7,0.00599,3.264,NA,"female","10.0- 25.0","SL",NA,NA,NA,NA,"Brazil","Três Marias Reservoir","Acestrorhynchus lacustris","Acestrorhynchidae",10,25
0.97,0.022,2.72,NA,"unsexed","10.5- 37.0","TL",0.969,0.06,0.0776,267,"Brazil","Caxiuana National Forest / 2004","Acestrorhynchus microlepis","Acestrorhynchidae",10.5,37
0.97,0.008,2.92,NA,"unsexed","8.3- 34.0","TL",0.973,0.04,0.0518,518,"Brazil","Xingu River basin / 2012-2014","Acestrorhynchus microlepis","Acestrorhynchidae",8.3,34
0.95,0.00724,3.177,NA,"unsexed","7.9- 22.0","SL",0.95,0.024,0.0279,928,"Brazil","Madiera River / 2008-2011","Acestrorhynchus microlepis","Acestrorhynchidae",7.9,22
0.97,0.0077,3.21,NA,"unsexed","11.0- 24.6","SL",0.97,0.08,0.0669,248,"Brazil","Santa Virginia Bay, Rio Negro basin, Pantanal / 1999-2001","Acestrorhynchus pantaneiro","Acestrorhynchidae",11,24.6
0.96,0.0101,2.982,NA,"mixed","4.0- 7.3","TL",0.962,NA,NA,92,"China","Lake Niushan (30°16-22' N ,114°27-38' W), Yangtze River, 2002-2004","Acheilognathus imberbis","Cyprinidae",4,7.3
1,0.021,3.13,NA,"unsexed","3.1- 9.3","SL",0.995,0.09,0.0792,25,"China","Tian-e-zhou Oxbow, Yangtze River, Mar 2010-May 2011","Acheilognathus macropterus","Cyprinidae",3.1,9.3
0.95,0.0091,3.15,NA,"unsexed","6.0- 15.6","TL",0.95,0.07,0.0669,439,"Korea (South)","Nakdong River / 2010-2013","Acheilognathus macropterus","Cyprinidae",6,15.6
0.98,0.00544,3.32,NA,"unsexed","6.6- 11.0","TL",0.983,0.12,0.1186,51,"Korea (South)","Saemangeum Reservoir / 2013","Acheilognathus macropterus","Cyprinidae",6.6,11
0.95,0.006,3.329,NA,"unsexed","5.2- 10.4","TL",0.952,0.085,0.0539,303,"China","Yangtze River and Lake Taihu / 2012-2014","Acheilognathus macropterus","Cyprinidae",5.2,10.4
0.98,0.02247,2.8,NA,"unsexed","7.1- 11.9","TL",0.983,0.09,0.0884,73,"China","Hongshui River / 2009-2013","Acheilognathus meridianus","Cyprinidae",7.1,11.9
0.95,0.0202,3.162,NA,"unsexed","6.2- 9.2","SL",0.952,0.073,0.0022,22,"China","Hongshui River / 2011-2012","Acheilognathus tonkinensis","Cyprinidae",6.2,9.2
0.98,0.01013,3.04,NA,"unsexed","7.5- 11.2","TL",0.98,0.16,0.1556,26,"Korea (South)","DaeChung Reservoir, Geum River and Nakdong River / 2010-2013","Acheilognathus yamatsutae","Cyprinidae",7.5,11.2
0.98,0.019,2.949,NA,"unsexed","5.9- 33.0","TL",0.975,0.482,NA,46,"Brazil","Marapanim River, Para State / 2006-2007.","Achirus achirus","Achiridae",5.9,33
0.99,0.0168,2.995,NA,"mixed","3.7- 31.3","TL",0.988,0.32,0.776,64,"Brazil","Pará (0°S - 25°S), 2003-2004","Achirus achirus","Achiridae",3.7,31.3
0.98,0.0149,3.057,NA,"mixed","4.1- 15.6","TL",0.982,0.398,0.8452,20,"Brazil","Pernambuco (0°S - 25°S), 2003-2004","Achirus declivis","Achiridae",4.1,15.6
0.99,0.0144,3.098,NA,"mixed","3.0- 18.7","TL",0.988,0.327,0.7755,297,"Brazil","Espirito Santo (0°S - 25°S), 2003-2004","Achirus declivis","Achiridae",3,18.7
0.95,0.01,3.29,NA,"unsexed","10.1- 18.5","TL",0.95,0.352,0.3872,22,"Brazil","southern Bahia / 2003-2005","Achirus declivis","Achiridae",10.1,18.5
0.99,0.00456,3.33,NA,"unsexed","6.6- 16.6","TL",0.99,0.15,0.1275,24,"Brazil","Parana´ state coast / 2004 - 2005","Achirus declivis","Achiridae",6.6,16.6
0.96,0.0436,2.761,NA,"unsexed","7.0- 25.9","TL",0.962,NA,NA,40,"Brazil","Ilha de Paciência, Maranhão, 2006-2007","Achirus lineatus","Achiridae",7,25.9
0.7,0.0448,2.846,NA,"unsexed","4.9- 9.4","TL",NA,NA,NA,662,"USA","Gulf of Mexico, Louisiana & Mississippi","Achirus lineatus","Achiridae",4.9,9.4
0.97,0.0188,3.042,NA,"mixed","5.1- 13.0","TL",0.974,NA,NA,124,"Brazil","Paraná (0°S - 25°S), 2003-2004","Achirus lineatus","Achiridae",5.1,13
0.93,0.016,3.074,NA,"unsexed","3.3- 17.9","TL",0.928,0.868,NA,89,"Brazil","Marapanim River, Para State / 2006-2007.","Achirus lineatus","Achiridae",3.3,17.9
0.96,0.0162,3.12,NA,"unsexed","4.6- 14.5","TL",0.964,NA,NA,136,"Brazil","Southeastern region, 1995-1996","Achirus lineatus","Achiridae",4.6,14.5
0.98,0.0129,3.124,NA,"mixed","2.4- 33.1","TL",0.984,0.371,0.8126,539,"Brazil","Pará (0°S - 25°S), 2003-2004","Achirus lineatus","Achiridae",2.4,33.1
0.98,0.0126,3.162,NA,"mixed","2.1- 19.0","TL",0.984,0.376,0.729,553,"Brazil","Espirito Santo (0°S - 25°S), 2003-2004","Achirus lineatus","Achiridae",2.1,19
0.96,0.01,3.204,NA,"unsexed","1.8- 10.4","TL",0.96,0.628,NA,322,"Brazil","Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.","Achirus lineatus","Achiridae",1.8,10.4
0.97,0.0103,3.246,NA,"mixed","3.3- 13.0","TL",0.966,0.602,1.2372,265,"Brazil","Pernambuco (0°S - 25°S), 2003-2004","Achirus lineatus","Achiridae",3.3,13
0.99,0.00529,3.27,NA,"unsexed","6.2- 17.5","TL",0.992,0.15,0.128,20,"Brazil","Parana´ state coast / 2004 - 2005","Achirus lineatus","Achiridae",6.2,17.5
0.98,0.0068,3.36,NA,"unsexed","3.7- 16.0","TL",0.978,NA,NA,NA,"Brazil","Northern region (Curuçá Estuary), Pará, 2003-2004","Achirus lineatus","Achiridae",3.7,16
0.96,0.0196,3.371,NA,"unsexed","0.9- 9.6","SL",0.964,0.642,NA,258,"Mexico","Celestun lagoon, Yucatan, 1990-2006","Achirus lineatus","Achiridae",0.9,9.6
1,0.039,2.98,NA,"unsexed","8.4- 14.1","SL",0.996,NA,NA,4,"Mexico","El Conchalito swamp, Baja California, 1996-98","Achirus mazatlanus","Achiridae",8.4,14.1
0.6,0.0134,3.078,NA,"unsexed","","",NA,NA,NA,96,"Mexico","Huizache-Caimanero lagoons, 1975-76","Achirus mazatlanus","Achiridae",NA,NA
0.96,0.005,3.494,NA,"unsexed","5.0- 20.6","TL",0.956,0.736,NA,418,"Mexico","Gulf of California (Southern Sinaloa and Nayarit), 2005-2007","Achirus mazatlanus","Achiridae",5,20.6
1,0.018,3.044,NA,"mixed",NA,"TL",0.997,NA,NA,756,"Australia","Western Australia, bet. Albany (35°01'S, 117°58'E) and Esperance (33°45'S, 21°55'E), 2004-2007","Achoerodus gouldii","Labridae",NA,NA
0.87,0.025,2.77,NA,"unsexed","4.9- 12.3","FL",0.866,0.1,0.0969,422,"Spain","Jucar River Basin / 2003-2006","Achondrostoma arcasii","Cyprinidae",4.9,12.3
1,0.0015,3.256,NA,"mixed","23.0- 142.0","TL",0.995,NA,NA,NA,"Russia","Enisey river","Acipenser baerii","Acipenseridae",23,142
0.95,0.00114,3.848,NA,"unsexed","","",0.951,NA,NA,NA,"Russia","Ob River basin and Yenisei River","Acipenser baerii","Acipenseridae",NA,NA
0,0.00821,3,NA,"unsexed","85.0- 85.0","TL",NA,NA,NA,1,NA,NA,"Acipenser brevirostrum","Acipenseridae",85,85
0,0.83,2.288,"yes","female",NA,"FL",NA,NA,NA,9,"","Lake Saint Peter, Quebec","Acipenser fulvescens","Acipenseridae",NA,NA
0,0.415,2.732,"yes","male",NA,"FL",NA,NA,NA,28,"","Lake Saint Peter, Quebec","Acipenser fulvescens","Acipenseridae",NA,NA
0,0.373,2.749,"yes","female",NA,"FL",NA,NA,NA,43,"","Lake Saint Peter, Quebec","Acipenser fulvescens","Acipenseridae",NA,NA
0.5,0.00491,2.993,"","unsexed",NA,"TL",NA,NA,NA,NA,"","Waswanipi River and Lake","Acipenser fulvescens","Acipenseridae",NA,NA
0,0.268,3.1,"yes","female",NA,"FL",NA,NA,NA,14,"","Lake Saint Peter, Quebec","Acipenser fulvescens","Acipenseridae",NA,NA
0.98,0.00175,3.247,"","unsexed",NA,"TL",0.98,NA,NA,4265,"","Lac des Deux Montagnes","Acipenser fulvescens","Acipenseridae",NA,NA
0.92,0.00186,3.273,"","unsexed",NA,"TL",0.922,NA,NA,1791,"","Lac Saint-Pierre","Acipenser fulvescens","Acipenseridae",NA,NA
0.6,0.00141,3.304,"","unsexed",NA,"TL",NA,NA,NA,981,"USA","Lake Winnebago, Wisconsin","Acipenser fulvescens","Acipenseridae",NA,NA
0.85,0.00153,3.307,"","unsexed",NA,"TL",0.846,NA,NA,431,"","Saint Lawrence River","Acipenser fulvescens","Acipenseridae",NA,NA
0.6,0.0171,3.314,"","male",NA,"FL",NA,NA,NA,36,"","Lake Saint Peter, Quebec","Acipenser fulvescens","Acipenseridae",NA,NA
0.5,0.00137,3.327,"","unsexed",NA,"TL",NA,NA,NA,NA,"","St. Lawrence River","Acipenser fulvescens","Acipenseridae",NA,NA
0.88,0.00125,3.357,"","unsexed",NA,"TL",0.884,NA,NA,1648,"","Lac Saint-Loius","Acipenser fulvescens","Acipenseridae",NA,NA
0.6,0.00111,3.365,"","mixed",NA,"TL",NA,NA,NA,1074,"India","St. Claire River system, Michigan1997-2002 (May-Sept.)","Acipenser fulvescens","Acipenseridae",NA,NA
0.9,0.0097,2.88,NA,"unsexed","35.0- 225.0","TL",0.902,0.952,2.0728,71,"Iran","Caspian Sea / 2009 - 2010","Acipenser gueldenstaedtii","Acipenseridae",35,225
0.99,0.0085,2.994,NA,"mixed","18.0- 183.0","TL",0.986,NA,NA,365,"Russia","Sea of Azov","Acipenser gueldenstaedtii","Acipenseridae",18,183
1,0.0039,3.056,NA,"mixed","91.0- 210.0","TL",0.998,NA,NA,4003,"","NW Black Sea","Acipenser gueldenstaedtii","Acipenseridae",91,210
0,0.00593,3,NA,"male","163.0- 163.0","TL",NA,NA,NA,1,NA,NA,"Acipenser medirostris","Acipenseridae",163,163
0.99,0.0443,2.597,NA,"mixed","102.0- 198.0","TL",0.988,NA,NA,NA,"Russia","Ural river","Acipenser nudiventris","Acipenseridae",102,198
0.91,0.0068,2.972,NA,"unsexed","116.0- 211.0","TL",0.91,1.041,2.325,35,"Iran","Caspian Sea / 2009 - 2010","Acipenser nudiventris","Acipenseridae",116,211
0.99,0.00254,3.724,NA,"unsexed","","",0.994,NA,NA,NA,"","River Kura","Acipenser nudiventris","Acipenseridae",NA,NA
0,0.00173,3.18,"yes","unsexed","20.0- 152.0","TL",NA,NA,NA,NA,NA,"St. Lawrence River, Quebec","Acipenser oxyrinchus","Acipenseridae",20,152
0.83,0.0139,2.807,NA,"unsexed","72.0- 255.0","TL",0.827,1.14,2.888,361,"Iran","Caspian Sea / 2009 - 2010","Acipenser persicus","Acipenseridae",72,255
0.98,4e-04,3.613,NA,"mixed","38.0- 87.0","TL",0.978,NA,NA,135,"Russia","Enisey river","Acipenser ruthenus","Acipenseridae",38,87
0.9,2e-04,3.863,NA,"mixed","49.0- 77.0","TL",0.903,NA,NA,NA,"Russia","Volga estuary","Acipenser ruthenus","Acipenseridae",49,77
1,0.0028,3.17,NA,"mixed","43.0- 188.0","TL",0.997,NA,NA,4924,"Russia","Amur river","Acipenser schrenckii","Acipenseridae",43,188
0.98,8e-04,3.35,NA,"mixed","70.0- 176.0","",0.98,NA,NA,NA,"Russia","Amur river","Acipenser schrenckii","Acipenseridae",70,176
0.98,0.00289,3.596,NA,"unsexed","","",0.984,NA,NA,NA,"Russia","Amur River near Chabarovsk","Acipenser schrenckii","Acipenseridae",NA,NA
0,0.0192,2.284,"yes","male","82.0- 133.0","TL",0.607,NA,NA,128,"Romania","Danube","Acipenser stellatus","Acipenseridae",82,133
0.96,0.034,2.584,"","mixed","13.0- 188.0","TL",0.964,NA,NA,1347,"Russia","Azov Sea","Acipenser stellatus","Acipenseridae",13,188
0.9,0.0104,2.78,"","unsexed","95.0- 250.0","TL",0.901,0.996,2.1837,70,"Iran","Caspian Sea / 2009 - 2010","Acipenser stellatus","Acipenseridae",95,250
0.98,0.0192,2.792,"","mixed","98.0- 138.0","",0.978,NA,NA,NA,"","Central Eastern Caspian Sea","Acipenser stellatus","Acipenseridae",98,138
0.7,0.0155,2.823,NA,"unsexed","75.5- 352.0","TL",NA,NA,NA,72,"UK Scotland","North Sea & West Coast, 1931-84","Acipenser sturio","Acipenseridae",75.5,352
0.5,0.00948,2.885,NA,"unsexed","","TL",NA,NA,NA,NA,"France","Gironde estuary","Acipenser sturio","Acipenseridae",NA,NA
1,0.00104,3.267,NA,"unsexed","54.0- 266.0","TL",1,NA,NA,3,"Estonia","Pärnu Bay, Gulf of Riga","Acipenser sturio","Acipenseridae",54,266
0,0.0122,3,NA,"unsexed","259.0- 259.0","TL",NA,NA,NA,1,"","","Acipenser transmontanus","Acipenseridae",259,259
0.94,0.00199,3.19,NA,"mixed","","FL",0.939,NA,NA,124,"USA","California","Acipenser transmontanus","Acipenseridae",NA,NA
0.7,0.00285,3.23,NA,"unsexed","54.0- 263.0","FL",NA,NA,NA,5222,"USA","Lower Columbia River.","Acipenser transmontanus","Acipenseridae",54,263
0.99,0.0089,3.17,NA,"unsexed","3.5- 19.9","TL",0.987,0.09,0.0921,68,"Brazil","Xingu River basin / 2012-2014","Acnodon normani","Serrasalmidae",3.5,19.9
0.94,0.0605,2.772,NA,"unsexed","3.3- 14.0","SL",0.939,0.209,0.1595,48,"Philippines","Davao Gulf / 2009-2012","Acreichthys tomentosus","Monacanthidae",3.3,14
0.7,0.011,3.242,NA,"mixed","2.8- 11.3","TL",NA,NA,NA,1038,"Indonesia","Ose and Marsegu Islands (Mar 1988-Jan 1999)","Acreichthys tomentosus","Monacanthidae",2.8,11.3
0.99,0.0266,2.98,NA,"unsexed","4.1- 9.2","SL",0.994,0.09,0.0708,62,"China","Beibu Gulf / 2006-2007","Acropoma japonicum","Acropomatidae",4.1,9.2
0.99,0.01364,2.9,NA,"unsexed","9.4- 20.0","TL",0.992,0.14,0.1594,17,"China","Hongshui River / 2009-2013","Acrossocheilus clivosius","Cyprinidae",9.4,20
0.98,0.00405,3.41,NA,"unsexed","7.4- 19.8","TL",0.981,0.13,0.1541,50,"China","Xiangjiang River / 2010","Acrossocheilus hemispinus","Cyprinidae",7.4,19.8
0.96,0.0052,3.354,NA,"unsexed","6.2- 18.8","TL",0.959,0.148,0.1597,90,"China","Zhangjiajie / 2011-2014","Acrossocheilus kreyenbergii","Cyprinidae",6.2,18.8
0.97,0.01135,2.97,NA,"unsexed","9.2- 22.5","TL",0.971,0.24,0.2557,23,"China","Hongshui River / 2009-2013","Acrossocheilus paradoxus","Cyprinidae",9.2,22.5
0.97,0.01,3.018,NA,"unsexed","4.7- 15.9","TL",0.974,0.077,0.0969,162,"China","Guangzhou City / 2012","Acrossocheilus parallens","Cyprinidae",4.7,15.9
0.99,0.01,3.077,NA,"unsexed","6.5- 21.0","TL",0.989,0.063,0.0969,102,"China","Liujiang River / 2014-2015","Acrossocheilus parallens","Cyprinidae",6.5,21
0.99,0.0149,3.08,NA,"unsexed","9.3- 26.3","SL",0.987,0.15,0.1732,27,"China","Wujiang River / 2006-2014","Acrossocheilus yunnanensis","Cyprinidae",9.3,26.3
1,0.0145,3.08,NA,"unsexed","3.9- 16.8","SL",0.997,0.12,0.116,33,"China","Yongren, Wanma River / 2013-2014","Acrossocheilus yunnanensis","Cyprinidae",3.9,16.8
0.99,0.0226,3.31,NA,"unsexed","1.2- 10.0","TL",0.99,0.11,0.15,32,"Brazil","Trombetas River basin / 2010-2012","Aequidens pallidus","Cichlidae",1.2,10
0,0.1965,2.33,"yes","unsexed","2.8- 6.1","SL",0.96,0.37,NA,10,"Brazil","Paraguai River basin / 2010, 2011","Aequidens plagiozonatus","Cichlidae",2.8,6.1
0.99,0.0167,3.18,NA,"unsexed","2.6- 15.0","TL",0.989,0.25,0.1974,11,"Brazil","Xingu River basin / 2012-2014","Aequidens tetramerus","Cichlidae",2.6,15
0,0.0299,3,NA,"unsexed","19.0- 19.0","SL",NA,NA,NA,1,"Papua New Guinea","Lihir Island group (seamount), 1999-2002","Aethaloperca rogaa","Serranidae",19,19
0,0.1305,2.378,"yes","male","32.0- 42.0","WD",0.97,0.457,NA,5,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",32,42
0,0.2802,2.468,"yes","male","21.0- 27.0","OT",0.99,0.096,NA,5,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",21,27
0.99,0.0563,2.965,"","mixed","20.0- 49.0","OT",0.99,0.124,NA,14,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",20,49
0.99,0.0511,2.992,"","female","20.0- 49.0","OT",0.99,0.137,NA,9,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",20,49
0,0.0424,3,"","unsexed","69.0- 69.0","TL",NA,NA,NA,1,"","","Aetobatus flagellum","Myliobatidae",69,69
0.98,0.0036,3.364,"","mixed","31.5- 66.0","WD",0.98,0.217,NA,14,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",31.5,66
0.99,0.0027,3.434,"","female","31.5- 66.0","WD",0.99,0.195,NA,9,"Iran","Oman Sea / 2014","Aetobatus flagellum","Myliobatidae",31.5,66
0.5,0.00586,3.13,NA,"unsexed",NA,"WD",NA,NA,NA,NA,"South Africa",NA,"Aetobatus narinari","Myliobatidae",NA,NA
0,0.00025,3.84,"yes","unsexed",NA,"WD",NA,NA,NA,NA,"South Africa",NA,"Aetomylaeus bovinus","Myliobatidae",NA,NA
0.96,0.00861,3.282,NA,"unsexed","8.7- 14.9","SL",0.96,0.097,0.1012,50,"Brazil","Madiera River, Amazon /  2008-2011","Ageneiosus atronasus","Auchenipteridae",8.7,14.9
0.98,0.0221,2.88,NA,"unsexed","17.6- 49.0","SL",0.98,-0.84,0.2406,26,"Brazil","Santa Virginia Bay, Rio Negro basin, Pantanal / 1999-2001","Ageneiosus inermis","Auchenipteridae",17.6,49
0.95,0.01779,2.97,NA,"unsexed","12.7- 45.0","SL",0.95,0.045,0.0655,206,"Brazil","Madiera River, Amazon /  2008-2011","Ageneiosus inermis","Auchenipteridae",12.7,45
0.98,0.02,2.98,NA,"unsexed","17.5- 53.2","SL",0.98,NA,NA,32,"Brazil","Itaipu Reservoir, Paraná, 1983-89","Ageneiosus inermis","Auchenipteridae",17.5,53.2
0.96,0.01268,3.08,NA,"unsexed","28.2- 36.3","SL",0.96,0.26,0.3788,15,"Brazil","Iguatemi River / 2006-2008","Ageneiosus inermis","Auchenipteridae",28.2,36.3
0.98,0.0056,3.16,NA,"unsexed","21.1- 64.8","TL",0.977,0.15,0.243,41,"Brazil","Xingu River basin / 2012-2014","Ageneiosus inermis","Auchenipteridae",21.1,64.8
0.88,9e-04,3.643,NA,"mixed","","",0.884,NA,NA,70,"Argentina","Yacyretá passage, 1995-97","Ageneiosus inermis","Auchenipteridae",NA,NA
0.98,0.0057,3.21,NA,"mixed","15.5- 63.0","SL",0.984,NA,NA,NA,"Colombia","Magdalena River basin, 2013","Ageneiosus pardalis","Auchenipteridae",15.5,63
0.97,0.01922,2.755,NA,"unsexed","13.1- 32.5","SL",0.97,0.048,0.0644,92,"Brazil","Madiera River, Amazon /  2008-2011","Ageneiosus ucayalensis","Auchenipteridae",13.1,32.5
0.91,0.0167,2.8,NA,"unsexed","8.0- 20.5","TL",0.908,0.08,0.1054,483,"Brazil","Caxiuana National Forest / 2004","Ageneiosus ucayalensis","Auchenipteridae",8,20.5
0.97,0.0051,3.05,NA,"unsexed","11.4- 25.5","TL",0.97,0.06,0.0641,394,"Brazil","Xingu River basin / 2012-2014","Ageneiosus ucayalensis","Auchenipteridae",11.4,25.5
0.97,0.0064,2.96,NA,"unsexed","10.2- 26.8","TL",0.971,0.08,0.0986,165,"Brazil","Xingu River basin / 2012-2014","Agoniates halecinus","Triportheidae",10.2,26.8
0.93,0.0081,3.107,NA,"juvenile","3.8- 8.9","TL",0.93,0.275,NA,156,"Mexico","Biosphere Barranca de Metztitlán, Hidalgo State (20°14' - 20°45'N and 98°23' - 98°57'W)","Agonostomus monticola","Mugilidae",3.8,8.9
0.7,0.0196,2.614,NA,"unsexed","9.0- 16.0","TL",NA,NA,NA,82,"UK Scotland","Moray Firth & Buchan, North Sea, 1977-85","Agonus cataphractus","Agonidae",9,16
0.95,0.0104,2.867,NA,"unsexed","2.8- 18.5","TL",0.953,NA,NA,458,"","North Sea / 2001 - 2011.","Agonus cataphractus","Agonidae",2.8,18.5
0.95,0.00025,3.15,NA,"unsexed","6.6- 23.4","TL",0.947,0.16,NA,86,"Brazil","Praia dos Castelhanos, Espírito Santo, 2005-07","Ahlia egmontis","Ophichthidae",6.6,23.4
0.99,0.0079,3.01,NA,"unsexed","6.6- 13.0","SL",0.987,0.1,NA,103,"Bangladesh","Ganges lower region, 2006-2007","Ailia coila","Schilbeidae",6.6,13
0.78,0.00074,3.386,NA,"female","","TL",0.776,NA,NA,NA,"Russia","Pacific waters off the northern Kuril Isl. And southeastern Kamchatka/1992-2002","Albatrossia pectoralis","Macrouridae",NA,NA
0.94,0.00046,3.48,NA,"male","74.0- 115.0","TL",0.935,0.44,NA,21,"Russia","western Bering Sea (Russian EEZ and within 54°-60°N, 164°E-177°W), 1990; 1995-98","Albatrossia pectoralis","Macrouridae",74,115
0.87,0.00037,3.53,NA,"female","69.0- 149.0","TL",0.865,0.09,NA,867,"Russia","western Bering Sea (Russian EEZ and within 54°-60°N, 164°E-177°W), 1990; 1995-98","Albatrossia pectoralis","Macrouridae",69,149
